density,name,color,hardness,luster,streak,color3
4.39,Fayalite,brown,6.5,Vitreous (Glassy),,
4.39,Fritzscheite,red,2-3,Vitreous - Pearly,,
4.40,Adamite,yellow,3.5,Vitreous - Resinous,,
4.40,Cappelenite-(Y),"brown, greenish",6,Vitreous (Glassy),,
4.40,Keystoneite,"yellow, golden",-,Adamantine,,
4.40,Pseudobrookite,"black, brownish",6,Adamantine - Metallic,,
4.41,Jeanbandyite,"orange, brown",3.5,Vitreous - Adamantine,,
4.41,Macaulayite,"red, blood",-,Earthy (Dull),,
4.42,Davidite-(La),black,6,Vitreous - Metallic,,
4.42,Esperite,white,5,Vitreous (Glassy),,
4.43,Malayaite,colorless,3.5-4,Vitreous (Glassy),,
4.43,Fresnoite,"yellow, greenish",3-4,Vitreous (Glassy),,
4.44,Davidite-(Ce),brown,6,Vitreous - Metallic,,
4.44,Ankangite,black,6.5,Vitreous - Adamantine,,
4.44,Cordylite-(Ce),colorless,4.5,Adamantine - Greasy,,
4.44,Lueshite,black,5.5,Adamantine - Metallic,,
4.45,Britholite-(Ce),brown,5.5,Adamantine - Resinous,,
4.45,Cesbronite,green,3,Subadamantine,,
4.45,Cesbronite-x,"green, bright emerald",3,Subadamantine,,
4.45,Keiviite-(Y),colorless,4-5,Vitreous (Glassy),,
4.45,Retzian-(Nd),"brown, pink",3-4,Vitreous - Dull,,
4.45,Smithsonite,"white, grayish",4.5,Vitreous (Glassy),,
4.46,Nsutite,"black, grayish",6.5-8.5,Earthy (Dull),,
4.46,Crichtonite,black,5-6,Metallic - Dull,,
4.47,Bracewellite,"brown, dark reddish",5.5-6.5,Adamantine - Metallic,,
4.47,Bismutoferrite,green,6,Adamantine - Resinous,,
4.47,Iimoriite-(Y),brown,5.5-6,Vitreous (Glassy),,
4.47,Welinite-III,brown,4,Resinous,,
4.47,Welinite-VIII,brown,4,Resinous,,
4.48,Barite,white,3-3.5,Vitreous (Glassy),,
4.48,Radiobarite,white,3-3.5,Vitreous (Glassy),,
4.49,Wilhelmkleinite !,"green, blackish",4.5,Adamantine,,
4.49,Greenockite,"yellow, honey",3.5-4,Adamantine - Resinous,,
4.49,Retzian-(La),"brown, reddish",3-4,Vitreous (Glassy),,
4.50,Zajacite-(Ce),colorless,3.5,Vitreous (Glassy),,
4.50,Bernardite,black,2,Earthy (Dull),,
4.50,Berndtite,"yellow, grayish",1-2,Adamantine,,
4.50,Chernovite-(Ce) *,colorless,4-4.5,Vitreous (Glassy),,
4.50,Chevkinite-(Ce),"black, brownish",5-5.5,Earthy (Dull),,
4.50,Laphamite,"red, dark",1-2,Resinous,,
4.50,Lermontovite,"green, gray",-,Silky,,
4.50,Plumbogummite,white,4-5,Greasy (Oily),,
4.50,Rankachite,"yellow, brownish",2.5,Adamantine - Greasy,,
4.50,Kegelite,colorless,-,Pearly,,
4.51,Ferronigerite-2N1S,colorless,8.5,Vitreous - Greasy,,
4.51,Ferronigerite-6N6S !,brown,8.5,Vitreous - Greasy,,
4.52,Lautarite,colorless,3.5-4,Vitreous (Glassy),,
4.53,Emmonsite,yellow,2-2.5,Vitreous - Dull,,
4.54,Yingjiangite,yellow,3-4,Subadamantine,,
4.55,Derbylite,"black, pitch",5,Resinous - Metallic,,
4.55,Francevillite,"yellow, brownish",3,Adamantine - Pearly,,
4.55,Kermesite,"red, violet",1.5-2,Adamantine,,
4.55,Paradamite,"yellow, light",3.5,Vitreous (Glassy),,
4.57,Baotite,"brown, light",6,Vitreous (Glassy),,
4.58,Gallobeudantite !,"yellow, pale",4,Vitreous - Adamantine,,
4.59,Stillwellite-(Ce),"brown, red",6.5,Resinous,,
4.59,Hashemite,brown,3.5,Adamantine,,
4.59,Huanghoite-(Ce),"green, yellow",4.7,Greasy (Oily),,
4.59,Juabite !,"green, emerald",3-4,Vitreous - Adamantine,,
4.60,Hydrotungstite,"green, yellow",2,Vitreous - Dull,,
4.60,Kobeite-(Y),brown,5.5,Vitreous - Resinous,,
4.60,Liebenbergite,"green, yellow",6,Vitreous - Greasy,,
4.62,Calciouranoite,brown,4,Greasy (Oily),,
4.62,Gamagarite,"black, brownish",4.5-5,Adamantine,,
4.62,Klebelsbergite,colorless,3.5-4,Vitreous (Glassy),,
4.62,Parwelite,"brown, yellow",5.5,Vitreous (Glassy),,
4.63,Soddyite,yellow,3-4,Vitreous (Glassy),,
4.64,Plumbobetafite,brown,4.5-5.5,Adamantine,,
4.65,Hinsdalite,colorless,4.5,Vitreous (Glassy),,
4.65,Sabelliite !,"green, emerald",4.5,Adamantine,,
4.65,Tlapallite,green,3,Vitreous (Glassy),,
4.65,Zircon,brown,7.5,Adamantine,,
4.66,Kukharenkoite-(Ce) !,yellow,4.5,Vitreous - Greasy,,
4.66,Fluorbritholite-(Ce),yellow,5,Adamantine,,
4.67,Cumengite,"blue, indigo",2.5,Adamantine,,
4.67,Metastudtite,"yellow, light",-,Silky,,
4.69,Ashburtonite,blue,-,Vitreous (Glassy),,
4.69,Wyartite,"black, greenish",3-4,Vitreous - Dull,,
4.70,Cerite-(La) !,"yellow, light",5,Vitreous (Glassy),,
4.70,Mathewrogersite,colorless,2,Vitreous - Pearly,,
4.70,Molybdophyllite,colorless,3-4,Vitreous - Pearly,,
4.70,Zirconolite-2M,black,5.5,Resinous,,
4.70,Zirconolite-3O,"red, dark",5.5,Resinous,,
4.70,Zirconolite-3T,black,5.5,Resinous,,
4.70,Zirkelite,black,5.5,Resinous,,
4.72,Brabantite ?,"brown, gray",5.5,Vitreous - Resinous,,
4.72,Isolueshite !,"black, brownish",5.5,Adamantine,,
4.72,Molybdite,colorless,3-4,Adamantine,,
4.72,Proshchenkoite-(Y) !,brown,5,Vitreous (Glassy),,
4.72,Taikanite,"black, greenish",6-7,Vitreous - Greasy,,
4.73,Alforsite,colorless,5,Vitreous (Glassy),,
4.73,Tusionite,colorless,5-6,Vitreous (Glassy),,
4.73,Vicanite-(Ce),"green, yellow",5.5-6,Vitreous - Adamantine,,
4.74,Fersmite,"black, brownish",4-4.5,Vitreous - Resinous,,
4.74,Scheteligite ?,black,5.5,Adamantine,,
4.75,Hydroxylbastnasite-(Ce),yellow,4,Vitreous - Greasy,,
4.75,Hydroxylbastnasite-(La),yellow,4,Vitreous - Greasy,,
4.75,Ningyoite,brown,3-4,Greasy (Oily),,
4.75,Polyakovite-(Ce) !,black,5.5-6,Resinous,,
4.75,Xenotime-(Y),"brown, yellowish",4-5,Vitreous - Greasy,,
4.76,Jensenite,"green, emerald",3-4,Adamantine,,
4.76,Wakefieldite-(Ce),"red, dark",4.5,Vitreous - Adamantine,,
4.77,Srilankite,black,6.5,Adamantine - Metallic,,
4.77,Loparite-(Ce),black,5.5,Adamantine - Metallic,,
4.77,Orebroite-III,"brown, dark",4,Vitreous (Glassy),,
4.77,Salesite,"green, blue",3,Vitreous (Glassy),,
4.78,Trechmannite,"red, scarlet",1.5-2,Adamantine,,
4.79,Jachymovite !,yellow,-,Vitreous (Glassy),,
4.80,Anthoinite,white,1,Earthy (Dull),,
4.80,Cebaite-(Nd) !,yellow,4.5-5,Vitreous - Waxy,,
4.80,Sarabauite,"red, carmine",4.5,Resinous,,
4.80,Schoepite,yellow,2.5,Adamantine,,
4.80,Trippkeite,"blue, greenish",4,Adamantine,,
4.80,Uranpyrochlore,"brown, yellow",5,Resinous,,
4.80,Yttrocrasite-(Y),black,5.5-6,Resinous,,
4.81,Cebaite-(Ce),"white, gray",4.5-5,Vitreous - Waxy,,
4.81,Leningradite,red,4.5,Vitreous (Glassy),,
4.82,Aeschynite-(Nd),brown,5-6,Adamantine,,
4.82,Gysinite-(Nd),"pink, light",4-4.5,Vitreous - Greasy,,
4.83,Hingganite-(Yb),colorless,6-7,Vitreous (Glassy),,
4.85,Calcioaravaipaite !,colorless,2.5,Vitreous (Glassy),,
4.85,Euxenite-(Y),"black, brownish",6.5,Greasy (Oily),,
4.85,Hollandite,"black, grayish",4-6,Earthy (Dull),,
4.86,Cerite-(Ce),brown,5.5,Vitreous - Adamantine,,
4.86,Chadwickite !,yellow,2,Earthy (Dull),,
4.86,Mackayite,"green, brownish",4.5,Vitreous (Glassy),,
4.87,Chernovite-(Y),brown,4-5,Vitreous (Glassy),,
4.87,Angelellite,"brown, black",5.5,Adamantine - Metallic,,
4.88,Brizziite-III,colorless,2,Pearly,,
4.88,Brizziite-VII,yellow,2,Pearly,,
4.88,Curienite,"yellow, canary",3,Adamantine - Pearly,,
4.88,Tausonite,"red, brown",6-6.5,Adamantine,,
4.89,Bellingerite,"green, light",4,Vitreous (Glassy),,
4.89,Frankdicksonite,colorless,3,Vitreous (Glassy),,
4.90,Deloryite,"green, dark",4,Vitreous - Greasy,,
4.90,Mrazekite,blue,2-3,Vitreous (Glassy),,
4.90,Tornebohmite-(Ce),green,4.5,Vitreous - Adamantine,,
4.93,Polhemusite,black,4.5,Adamantine - Resinous,,
4.94,Tornebohmite-(La),green,4.5,Adamantine - Greasy,,
4.95,Manganostibite,black,-,Greasy (Oily),,
4.95,Boleite,"blue, indigo",3-3.5,Vitreous - Pearly,,
4.95,Stibiconite,brown,4-5,Vitreous - Dull,,
4.95,Bastnasite-(Y),yellow,4-4.5,Vitreous - Greasy,,
4.95,Lewisite !,"yellow, honey",5.5,Vitreous - Resinous,,
4.95,Rouseite,"orange, yellow",3,Vitreous - Adamantine,,
4.96,Burckhardtite,"red, violet",2,Adamantine - Pearly,,
4.97,Yeatmanite,"brown, clove",4,Vitreous (Glassy),,
4.97,Bismutopyrochlore !,black,5,Adamantine,,
4.98,Bastnasite-(Ce),yellow,4-5,Vitreous - Greasy,,
4.98,Bastnasite-(La),yellow,4-5,Vitreous - Greasy,,
4.98,Schieffelinite,colorless,2,Adamantine,,
4.99,Aeschynite-(Y),black,5-6,Adamantine - Resinous,,
5.00,Pseudoboleite,"blue, indigo",2.5,Vitreous - Pearly,,
5.00,Trimounsite-(Y),"brown, light",7,Adamantine,,
5.01,Polycrase-(Y),black,5-6,Vitreous - Resinous,,
5.01,Calzirtite,"green, brown",6-7,Adamantine - Greasy,,
5.01,Spiroffite,red,3.5,Adamantine,,
5.01,Tazheranite,"orange, yellow",7.5,Adamantine - Greasy,,
5.02,Roubaultite,"green, grass",3,Vitreous - Greasy,,
5.03,Otavite,"brown, yellow",3.5-4,Adamantine - Pearly,,
5.04,Nioboaeschynite-(Ce),black,5.3-5.6,Resinous,,
5.04,Plumbopyrochlore,brown,4.5-5.5,Vitreous - Resinous,,
5.05,Denningite,colorless,4,Adamantine,,
5.05,Phosphogartrellite !,"green, bright",4.5,Vitreous - Adamantine,,
5.05,Romeite,white,5.5-6,Vitreous - Greasy,,
5.08,Masuyite,"orange, brown",-,Vitreous (Glassy),,
5.08,Vandenbrandeite,"green, dark",4,Vitreous (Glassy),,
5.09,Hyttsjoite !,colorless,-,Adamantine,,
5.10,Pyrostilpnite,"red, hyacinth",2,Adamantine,,
5.10,Caracolite,blue,4.5,Vitreous (Glassy),,
5.10,Coffinite,black,5-6,Subadamantine,,
5.10,Fergusonite-(Nd) *,"brown, dark",5.5-6.5,Adamantine,,
5.10,Hugelite,brown,2.5,Adamantine - Greasy,,
5.10,Jamesite,"brown, reddish",3,Subadamantine,,
5.10,Rodalquilarite,"green, grass",2-3,Greasy (Oily),,
5.11,Ferritungstite,yellow,-,Vitreous (Glassy),,
5.12,Stibivanite,"green, yellow",4,Adamantine,,
5.13,Carminite,"red, carmine",3.5,Vitreous - Pearly,,
5.14,Becquerelite,"yellow, brownish",2.5,Resinous,,
5.15,Monazite-(Ce),brown,5-5.5,Adamantine - Resinous,,
5.15,Monazite-(La),brown,5-5.5,Adamantine - Resinous,,
5.15,Monazite-(Nd),brown,5-5.5,Adamantine - Resinous,,
5.17,Bonaccordite,"brown, reddish",7,Vitreous - Adamantine,,
5.18,Bahianite,colorless,9,Adamantine,,
5.18,Lammerite,"green, dark",3-4,Adamantine,,
5.18,Manganosite,green,5-6,Adamantine,,
5.19,Aeschynite-(Ce),brown,5-6,Adamantine - Resinous,,
5.20,Schuilingite-(Nd),azure,3-4,Adamantine,,
5.25,Mammothite,"blue, bright",3,Vitreous (Glassy),,
5.25,Senarmontite,white,2,Adamantine,,
5.25,Struverite ?,black,6-6.5,Adamantine - Resinous,,
5.26,Phyllotungstite,yellow,2,Pearly,,
5.28,Billietite,"brown, yellow",-,Adamantine,,
5.30,Cheralite-(Ce) ?,brown,5,Vitreous - Resinous,,
5.30,Helmutwinklerite,colorless,4.5,Vitreous - Resinous,,
5.30,Stibiobetafite,"brown, dark",5,Vitreous (Glassy),,
5.30,Microlite,"brown, yellowish",5-5.5,Vitreous - Resinous,,
5.30,Pyrochlore,brown,5-5.5,Resinous - Greasy,,
5.32,Morelandite,"yellow, greenish",4.5,Vitreous - Greasy,,
5.33,Utahite !,"blue, pale",4-5,Vitreous - Adamantine,,
5.34,Fergusonite-beta-(Ce),red,5.5-6.5,Vitreous - Greasy,,
5.34,Nioboaeschynite-(Y) !,"black, deep brownish",5-6,Vitreous (Glassy),,
5.35,Thorite,"yellow, brownish",5,Resinous,,
5.38,Pyrobelonite,"red, dark",3.5,Adamantine,,
5.38,Stetefeldtite,black,3.5-4.5,Earthy (Dull),,
5.39,Artroeite,colorless,2.5,Vitreous (Glassy),,
5.40,Galkhaite,"red, orange",3,Vitreous - Adamantine,,
5.40,Linarite,"blue, sky",2.5,Vitreous (Glassy),,
5.40,Thorogummite,brown,5.5,Vitreous - Dull,,
5.43,Brannerite,brown,4-5,Adamantine - Resinous,,
5.43,Jagoite,"green, yellow",3,Vitreous (Glassy),,
5.44,Frankhawthorneite,"green, medium leaf",3-3.5,Vitreous (Glassy),,
5.45,Metavandendriesscheite,orange,3,Adamantine,,
5.45,Vandendriesscheite,"yellow, brownish",3,Adamantine,,
5.46,Nasonite,white,4,Vitreous - Adamantine,,
5.46,Orthobrannerite,"green, brownish",5.5,Adamantine,,
5.48,Fergusonite-(Ce) *,"red, dark",5.5-6.5,Vitreous - Metallic,,
5.49,Macquartite,orange,3.5,Adamantine,,
5.50,Bayldonite,"green, grass",4.5,Greasy (Oily),,
5.50,Mawbyite,"brown, light",4,Adamantine,,
5.50,Rankamaite,white,3-4,Adamantine,,
5.50,Tungstite,yellow,2.5,Earthy (Dull),,
5.55,Chlorargyrite,"gray, purplish",1-1.5,Adamantine - Resinous,,
5.55,Cotunnite,colorless,1.5-2,Adamantine,,
5.55,Drugmanite,colorless,-,Vitreous (Glassy),,
5.55,Xanthoconite,"red, dark crimson",2.5-3,Adamantine,,
5.55,Yafsoanite,"brown, light",5.5,Vitreous (Glassy),,
5.56,Roxbyite,"black, bluish",2.5-3,Metallic - Dull,,
5.57,Winstanleyite,yellow,4,Adamantine,,
5.59,Yecoraite,yellow,3,Resinous,,
5.60,Barstowite,colorless,3,Adamantine,,
5.60,Iodargyrite,colorless,1.5-2,Adamantine - Greasy,,
5.60,Paratellurite,"white, grayish",1,Resinous,,
5.60,Plumbotsumite,colorless,2,Vitreous (Glassy),,
5.64,Miersite,greenish,2.5-3,Adamantine,,
5.65,Tanteuxenite-(Y),"black, brownish",5-6,Resinous,,
5.66,Agrinierite,orange,-,Resinous - Greasy,,
5.66,Cadmoselite,black,4,Adamantine - Resinous,,
5.68,Bariomicrolite,brown,4.5-5,Adamantine - Resinous,,
5.70,Embolite *,"green, yellowish",1.5-2,Adamantine - Greasy,,
5.70,Samarskite-(Y),black,5-6,Vitreous - Resinous,,
5.70,Valentinite,"reddish, brownish",2.5-3,Adamantine,,
5.70,Rutherfordine,brownish,-,Earthy (Dull),,
5.74,Ganomalite,colorless,3,Vitreous - Adamantine,,
5.75,Baddeleyite,brown,6.5,Adamantine,,
5.75,Marshite,brown,2.5,Adamantine - Greasy,,
5.75,Uranopolycrase,"red, brown",5-6,Adamantine,,
5.80,Iranite,"yellow, brownish",3,Vitreous (Glassy),,
5.81,Hedyphane,blue,4-5,Adamantine - Resinous,,
5.82,Uranmicrolite,"brown, greenish",5.5,Greasy (Oily),,
5.82,Penfieldite,colorless,3-4,Adamantine - Greasy,,
5.82,Thorutite,black,4.5-5.5,Resinous,,
5.82,Tripuhyite,"black, brownish",7,Vitreous - Resinous,,
5.83,Protasite,"orange, light",-,Subadamantine,,
5.85,Yedlinite,"violet, red",2.5,Vitreous (Glassy),,
5.88,Fiedlerite,colorless,3.5,Adamantine,,
5.88,Nealite,yellow,4,Adamantine,,
5.88,Wustite,gray,5-5.5,Vitreous (Glassy),,
5.89,Nealite-(H2O) *,"orange, bright",-,Adamantine,,
5.90,Fourmarierite,brown,3-4,Adamantine,,
5.90,Bromargyrite,"brown, greenish",1.5-2,Adamantine - Greasy,,
5.90,Larsenite,white,3,Adamantine,,
5.90,Medenbachite !,yellow,4.5,Vitreous - Adamantine,,
5.90,Tellurite,"orange, yellow",2,Adamantine,,
5.91,Philolithite !,green,3-4,Adamantine,,
5.93,Fluocerite-(La),"yellow, greenish",4-5,Vitreous (Glassy),,
5.94,Tantalaeschynite-(Y),"black, brownish",5.5-6,Resinous,,
5.94,Schultenite,colorless,2.5,Vitreous - Adamantine,,
5.95,Diaboleite,"blue, dark",2.5,Adamantine,,
5.95,Bindheimite,yellow,4-5,Greasy (Oily),,
5.95,Keiviite-(Yb),colorless,4-5,Vitreous (Glassy),,
5.95,Mottramite,brown,3.5,Greasy (Oily),,
5.95,Walpurgite,colorless,3.5,Adamantine - Greasy,,
5.96,Yttrotungstite-(Y),"yellow, canary",1,Earthy (Dull),,
5.97,Parabariomicrolite,white,4,Vitreous - Pearly,,
5.98,Chenite,"blue, sky",2.5,Vitreous - Resinous,,
5.98,Stibiocolumbite,brown,5.5,Adamantine - Resinous,,
5.99,Klockmannite,"black, blue",2-2.5,Metallic - Dull,,
6.00,Crocoite,yellow,2.5-3,Adamantine,,
6.00,Elyite,violet,2,Silky,,
6.00,Gebhardite,"brown, light",3,Adamantine,,
6.00,Vauquelinite,brown,2.5-3,Adamantine - Resinous,,
6.01,Parsonsite,brown,2.5-3,Subadamantine,,
6.01,Scheelite,colorless,4-5,Vitreous (Glassy),,
6.04,Jixianite,"red, brown",3,Resinous,,
6.05,Paralaurionite,colorless,3,Subadamantine,,
6.05,Caledonite,blue,2.5-3,Vitreous - Greasy,,
6.07,Queitite,colorless,4,Greasy (Oily),,
6.10,Cuprite,"red, brown",3.5-4,Adamantine,,
6.11,Paramelaconite,black,4.5,Adamantine,,
6.13,Fluocerite-(Ce),"yellow, pale wax",4.5-5,Waxy,,
6.15,Descloizite,"black, dark brownish",3.5,Greasy (Oily),,
6.15,Natrobistantite,"green, blue",-,Adamantine,,
6.15,Phosgenite,white,2.5-3,Adamantine,,
6.19,Capgaronnite,"black, brownish",-,Subadamantine,,
6.20,Christite,"red, crimson",1-2,Adamantine,,
6.20,Zimbabweite,"brown, yellow",5-5.5,Adamantine,,
6.23,Kasolite,green,4,Resinous - Greasy,,
6.24,Laurionite,colorless,2.5-3,Adamantine - Pearly,,
6.25,Dreyerite,"yellow, brownish",2-3,Adamantine,,
6.25,Pucherite,"brown, yellow",4,Vitreous - Adamantine,,
6.27,Fornacite,green,2-3,Vitreous (Glassy),,
6.27,Bideauxite,colorless,3,Adamantine,,
6.29,Fettelite !,"violet, dark",3.5-4,Adamantine - Metallic,,
6.30,Anglesite,blue,2.5-3,Adamantine,,
6.30,Georgiadesite,"yellow, brownish",3.5,Resinous,,
6.30,Heyite,yellow,4,Vitreous (Glassy),,
6.30,Ishikawaite,black,5-6,Resinous,,
6.33,Dugganite,colorless,3,Adamantine,,
6.36,Uranosphaerite,orange,2-3,Greasy (Oily),,
6.37,Scotlandite,colorless,2,Adamantine,,
6.39,Clarkeite,brown,4-4.5,Resinous,,
6.39,Hallimondite,yellow,2.5-3,Subadamantine,,
6.40,Chervetite,brown,2-2.5,Adamantine,,
6.40,Choloalite,"green, dark",3,Adamantine,,
6.40,Duftite-alpha,green,3,Vitreous - Dull,,
6.40,Duftite-beta ?,green,3,Vitreous - Dull,,
6.41,Leadhillite,colorless,2.5,Adamantine,,
6.42,Barysilite,white,3,Adamantine,,
6.42,Hemihedrite,orange,3,Vitreous (Glassy),,
6.45,Calomel,white,1.5-2,Adamantine - Resinous,,
6.45,Embreyite,orange,3.5,Earthy (Dull),,
6.45,Fergusonite-beta-(Nd),"red, brownish",5.5-6.5,Vitreous - Greasy,,
6.45,Wherryite,"green, yellow",-,Vitreous - Adamantine,,
6.46,Arsentsumebite,"green, yellow",4-5,Adamantine - Metallic,,
6.46,Nordite-(Ce),"brown, light",5,Vitreous - Greasy,,
6.48,Changbaiite,colorless,5.5,Adamantine - Pearly,,
6.49,Alamosite,colorless,4.5,Adamantine,,
6.50,Cervantite,yellow,4-5,Vitreous - Pearly,,
6.50,Cesstibtantite,colorless,6.5,Vitreous - Adamantine,,
6.50,Daubreeite,yellow,2-2.5,Earthy (Dull),,
6.50,Macphersonite,white,2.5-3,Adamantine - Resinous,,
6.50,Orthowalpurgite,"yellow, pale",4.5,Adamantine,,
6.50,Tenorite,black,3.5-4,Earthy (Dull),,
6.52,Cannonite,colorless,4,Adamantine,,
6.52,Feinglosite !,"green, pale olive",4-5,Adamantine,,
6.54,Arsenbrackebuschite,"yellow, honey",4.5,Adamantine - Resinous,,
6.55,Olsacherite,colorless,3-3.5,Vitreous - Dull,,
6.55,Susannite,colorless,2.5-3,Adamantine - Resinous,,
6.56,Beyerite,gray,2-3,Vitreous - Dull,,
6.57,Arsendescloizite,"yellow, light",4,Subadamantine,,
6.57,Cliffordite,yellow,4,Adamantine,,
6.58,Cerussite,colorless,3-3.5,Adamantine,,
6.59,Iltisite !,red,-,Adamantine,,
6.60,Bunsenite,"green, dark yellow",5.5,Adamantine,,
6.60,Eulytite,colorless,4.5,Adamantine,,
6.60,Molybdofornacite,"green, light",2-3,Adamantine,,
6.60,Plumbomicrolite,"yellow, greenish",5,Greasy (Oily),,
6.60,Trigonite,brown,2-3,Vitreous - Adamantine,,
6.62,Monimolite,"green, gray",4.5-6,Adamantine - Greasy,,
6.62,Krasnogorite,gray,4,Earthy (Dull),,
6.62,Krasnoselskite,gray,4,Earthy (Dull),,
6.63,Mcalpineite,"green, emerald",3,Adamantine,,
6.64,Ordonezite,colorless,6.5,Adamantine,,
6.67,Gabrielsonite,"brown, greenish",3.5,Adamantine,,
6.67,Itoite,"white, silky",-,Silky,,
6.69,Tungstibite,green,2,Earthy (Dull),,
6.70,Sanmartinite,"black, brownish",4-4.5,Resinous,,
6.70,Simpsonite,"yellow, brownish",7-7.5,Vitreous - Adamantine,,
6.70,Stibiotantalite,brown,5.5,Adamantine - Resinous,,
6.71,Kuranakhite,brown,4-5,Vitreous (Glassy),,
6.73,Foordite,"yellow, brownish",6,Vitreous - Adamantine,,
6.75,Khinite,"green, dark",3.5,Adamantine,,
6.75,Wulfenite,"yellow, orange",3,Resinous - Greasy,,
6.76,Chloroxiphite,"green, dull olive",2.5,Adamantine - Resinous,,
6.76,Kenhsuite !,"yellow, canary",2-3,Vitreous (Glassy),,
6.80,Hydrocerussite,colorless,3.5,Adamantine,,
6.80,Liandratite,brown,3.5,Vitreous (Glassy),,
6.80,Wolsendorfite,red,5,Vitreous - Adamantine,,
6.82,Atelestite,green,4.5-5,Adamantine - Resinous,,
6.83,Bismutomicrolite,brown,5,Resinous,,
6.83,Brendelite !,black,4.5,Vitreous - Adamantine,,
6.84,Quenselite,"black, pitch",2.5,Earthy (Dull),,
6.85,Pyromorphite,green,3.5-4,Adamantine - Resinous,,
6.86,Rooseveltite,gray,4-4.5,Adamantine,,
6.86,Titanowodginite,"brown, dark",5.5,Vitreous (Glassy),,
6.87,Hechtsbergite !,brown,4.5,Adamantine,,
6.88,Schmitterite,colorless,1,Pearly,,
6.88,Chekhovichite,"green, gray",4,Adamantine,,
6.89,Heliophyllite,"yellow, greenish",2,Vitreous - Greasy,,
6.89,Widenmannite,"yellow, light",2,Silky - Pearly,,
6.90,Cassiterite,brown,6-7,Adamantine,,
6.90,Schumacherite,yellow,3,Adamantine,,
6.90,Sosedkoite,colorless,6,Adamantine,,
6.92,Lanarkite,"white, greenish",2-2.5,Adamantine - Resinous,,
6.95,Vanadinite,brown,3.5-4,Adamantine,,
6.95,Paulmooreite,colorless,3,Adamantine,,
6.96,Rosiaite !,colorless,5.5,Resinous,,
6.97,Hafnon,colorless,7.5,Vitreous - Adamantine,,
7.00,Bismutite,brown,4,Vitreous - Pearly,,
7.00,Ecdemite,"yellow, green",2.5,Vitreous - Greasy,,
7.00,Freedite,"yellow, greenish",3,Vitreous (Glassy),,
7.00,Lithiotantite,colorless,6-6.5,Adamantine,,
7.00,Pottsite,"yellow, bright",3.5,Adamantine,,
7.00,Pseudograndreefite,colorless,2.5,Subadamantine,,
7.00,Radtkeite,"orange, bright yellow",2-3,Adamantine,,
7.00,Sundiusite,colorless,3,Adamantine,,
7.01,Phoenicochroite,"red, dark",2.5,Adamantine - Resinous,,
7.02,Nadorite,brown,3.5-4,Adamantine - Resinous,,
7.03,Formanite-(Y),"black, brownish",5.5-6.5,Vitreous - Metallic,,
7.03,Irtyshite,colorless,7,Adamantine,,
7.03,Samarskite-(Yb) !,black,5-6,Vitreous (Glassy),,
7.06,Cuprotungstite,"green, brown",4-5,Vitreous - Waxy,,
7.07,Molybdomenite,colorless,3.5,Pearly,,
7.07,Plumbonacrite,colorless,3.5,Adamantine - Pearly,,
7.08,Kerstenite ?,colorless,3.5,Vitreous - Greasy,,
7.10,Grandreefite,colorless,2.5,Subadamantine,,
7.10,Huttonite,colorless,5,Adamantine,,
7.10,Kuzminite,"gray, bluish",1.5,Adamantine,,
7.10,Mendipite,colorless,2.5-3,Adamantine - Pearly,,
7.12,Matlockite,"yellow, brownish",2.5-3,Adamantine - Pearly,,
7.15,Tantalowodginite *,brown,5-5.5,Adamantine,,
7.16,Grechishchevite,"black, brownish",2.5,Vitreous - Adamantine,,
7.17,Mimetite,white,3.5-4,Adamantine - Resinous,,
7.17,Sphaerobismoite,green,4,Subadamantine,,
7.19,Curite,yellow,4-5,Adamantine,,
7.24,Preisingerite,"white, gray",3-4,Subadamantine,,
7.24,Thorikosite,"yellow, light",3,Vitreous (Glassy),,
7.27,Finnemanite,gray,2.5,Subadamantine,,
7.30,Symesite !,"pink, venetian",4,Vitreous (Glassy),,
7.32,Parkinsonite,"red, carmine",2-2.5,Adamantine,,
7.35,Blixite,"green, light",3,Vitreous - Dull,,
7.36,Clinomimetite,"yellow, greenish",3.5-4,Subadamantine,,
7.38,Bismutostibiconite,green,4-5,Earthy (Dull),,
7.38,Tvalchrelidzeite,"gray, lead",3,Adamantine,,
7.39,Schwartzembergite,"brown, yellow",2.5,Adamantine,,
7.40,Tungstenite,gray,2.5,Earthy (Dull),,
7.41,Mereheadite !,"yellow, pale",3.5,Vitreous - Resinous,,
7.43,Hypercinnabar,red,3,Adamantine,,
7.45,Fairbankite,colorless,2,Adamantine - Resinous,,
7.46,Calciotantite,colorless,6.5,Adamantine,,
7.48,Aguilarite,gray,2-3,Adamantine - Metallic,,
7.50,Lithiowodginite,brown,5-6,Adamantine,,
7.64,Arzakite,"black, grayish",2-2.5,Vitreous - Metallic,,
7.65,Laurelite,colorless,2,Silky,,
7.69,Lorettoite ?,"yellow, honey",3,Adamantine,,
7.70,Comancheite,yellow,2,Vitreous - Resinous,,
7.71,Natrotantite,colorless,7,Adamantine,,
7.72,Bismoclite,brown,2-2.5,Greasy (Oily),,
7.72,Mosesite,yellow,3-4,Adamantine,,
7.75,Thoreaulite,brown,5.5-6,Adamantine - Resinous,,
7.78,Smirnite,colorless,3.5-4,Adamantine,,
7.82,Macedonite,black,5.5-6,Vitreous (Glassy),,
7.86,Behierite,"gray, pink",7-7.5,Adamantine,,
